Age_Days,Employed_Days,Credit_Amount,Loan_Annuity,Child_Count,Score_Source,Client_Gender,Car_Owned,House_Own,Client_Education,Client_Income,Default
10976,6781,396249,11712,4,0.41349686281188003,Female,0,0,Secondary,67247,1
10680,3748,57086,16991,0,0.6325427797865937,Female,1,0,Graduate,49833,0
16011,277,439962,4022,1,0.3930223824095255,Male,0,1,Secondary,87453,1
16082,1977,117853,2547,1,0.23568044817322298,Female,1,1,Secondary,28254,0
8350,1859,414069,13210,4,0.8384951313462283,Female,1,0,Secondary,93981,0
21297,3036,382171,5204,1,0.8182436413114236,Female,0,1,Secondary,42611,1
10933,3371,328060,8590,1,0.8795587044908704,Female,1,0,Post Graduate,56827,0
21623,5921,327392,2368,3,0.7015690233549834,Male,0,0,Post Graduate,67272,0
13642,6732,336370,12529,3,0.6779048244147121,Male,1,0,Secondary,69257,1
19936,5929,468241,19141,0,0.5913021490523815,Male,0,1,Post Graduate,23830,1
8259,6792,288922,16945,1,0.2881596914467659,Male,1,1,Post Graduate,15696,1
13359,4713,98380,10709,2,0.33246471766448904,Male,1,1,Post Graduate,76278,1
16184,5726,319992,14644,1,0.40262878207077535,Female,0,0,Post Graduate,41262,0
12955,2182,64274,5917,1,0.8231094538013761,Male,1,0,Graduate,46949,1
19391,4675,366689,12877,0,0.3210786672221526,Male,1,1,Graduate,22425,0
11773,1170,310115,14224,2,0.8460112221415235,Female,1,1,Post Graduate,54497,1
10246,489,146494,4052,1,0.565950013135992,Male,1,0,Graduate,67420,0
15025,2525,165981,9382,2,0.7008987448311506,Male,1,0,Secondary,31640,0
7826,1182,216305,18316,3,0.2771711406763966,Male,0,0,Graduate,83824,0
10524,4479,66304,8240,3,0.38832348414313766,Male,0,0,Secondary,92914,1
17745,4258,323438,4238,2,0.8709630257269985,Female,1,1,Graduate,66093,1
18836,2488,338569,11407,1,0.38630496285081195,Male,0,1,Graduate,57150,1
19457,1876,249783,1565,2,0.4075652042738023,Male,0,0,Secondary,36111,1
20847,5308,160777,6558,2,0.33831816938875564,Male,1,0,Secondary,47293,0
9175,2462,452641,17375,3,0.29035156571478066,Male,0,1,Post Graduate,59664,0
9063,5458,141549,18127,2,0.3632803490177986,Male,1,0,Graduate,28306,1
16012,1630,143464,12103,4,0.6496288243655588,Female,0,0,Secondary,87213,1
13097,5300,488206,16174,4,0.5187574134524944,Male,1,1,Post Graduate,28298,1
16508,287,156748,9722,3,0.587629085436529,Male,1,1,Secondary,14753,0
14399,5953,380439,9753,1,0.285655380136217,Female,1,1,Post Graduate,82352,1
12409,4282,328235,6629,1,0.76148151301403,Female,1,0,Post Graduate,87704,1
13944,1907,432087,7318,3,0.7488662904058936,Male,0,0,Secondary,84374,0
7416,1161,304174,1301,1,0.21511293779987278,Female,0,1,Secondary,43565,1
9733,129,181074,8506,0,0.4684605661572135,Male,1,1,Graduate,34652,0
12763,6337,303890,9701,4,0.2481394213798035,Male,0,0,Graduate,98144,0
7883,2363,100411,7962,0,0.7544740455904706,Male,1,0,Post Graduate,91676,1
15886,5983,484174,6429,0,0.716088778187993,Male,1,0,Secondary,89628,1
20675,143,308901,16866,0,0.8313916660052092,Female,0,1,Graduate,98617,0
11088,15,145696,8248,3,0.3654827712671802,Female,1,1,Post Graduate,20875,1
18260,6566,201779,3203,0,0.5194071181894593,Female,1,0,Graduate,58996,1
11467,244,196320,3479,2,0.3291415140150784,Female,0,1,Post Graduate,43993,1
19352,926,121309,11386,1,0.45986445413188365,Male,1,1,Graduate,15566,1
15765,3178,259394,1434,3,0.5655702760968189,Male,1,1,Secondary,89139,0
17505,7255,494936,11230,2,0.2373315528870123,Male,0,0,Post Graduate,48690,0
20931,2176,196109,2706,2,0.7004092874741696,Female,0,0,Post Graduate,55741,0
19925,5002,117421,6725,4,0.5803053522597527,Male,1,1,Graduate,67655,1
8689,886,286436,19288,4,0.7802713120474714,Male,0,0,Graduate,12646,1
19058,340,352756,4959,2,0.3902463508338381,Male,0,1,Graduate,94651,1
20194,2051,63450,15521,4,0.832324773688478,Female,0,1,Secondary,51592,0
15657,3398,59491,12143,1,0.8990859771213102,Female,0,0,Graduate,39339,1
17059,5529,167026,7825,1,0.8435089068643722,Female,0,1,Graduate,46449,1
13454,3950,124804,7347,4,0.7445247330832079,Female,0,1,Secondary,63631,0
12720,305,405437,13841,0,0.7686581620116466,Male,1,1,Graduate,49967,1
16220,907,169498,3713,2,0.6016209697812105,Male,1,1,Secondary,53547,1
9343,2654,288515,12561,1,0.33310770403882733,Male,0,1,Secondary,75463,1
11497,3792,450007,13787,4,0.6739284796034021,Male,0,1,Graduate,56851,0
10796,4042,417619,7512,4,0.698927101441952,Female,0,0,Secondary,35062,0
21003,1371,340458,11596,1,0.889769598187534,Male,1,1,Graduate,69123,0
8078,7135,364027,16182,1,0.5789109213794252,Male,1,0,Secondary,83068,1
7513,320,399230,19687,0,0.3899583105175395,Female,1,0,Post Graduate,98327,1
11062,4654,246701,4221,4,0.6785707652176547,Male,1,0,Graduate,99229,0
20699,4059,413435,2082,4,0.8855630737665181,Male,0,0,Post Graduate,18221,0
17068,5300,292223,9637,3,0.3240497357883658,Female,0,0,Post Graduate,25234,1
17940,6761,59967,14123,0,0.4281985429749219,Female,0,1,Post Graduate,18321,1
14031,6854,262826,14042,1,0.5793166676408767,Male,0,1,Post Graduate,17945,0
18428,5505,355364,15133,1,0.31915024441740336,Male,0,0,Graduate,15189,1
10417,5737,255235,18976,2,0.21555444766395687,Male,1,1,Secondary,12374,1
13091,1131,448163,6608,1,0.43588818570887544,Male,0,0,Graduate,79519,1
16083,2578,220491,6526,4,0.8057595610507406,Male,1,1,Graduate,21333,0
20921,6553,368275,7472,1,0.23042787952660038,Female,0,0,Secondary,75743,0
20697,4042,78876,3775,4,0.5002503413118422,Male,0,0,Post Graduate,50907,1
21727,3367,269516,16828,4,0.7335405410482576,Male,1,0,Secondary,19173,0
10020,817,413592,13008,0,0.8672278178376196,Male,1,1,Post Graduate,14302,1
16205,5290,201043,18974,1,0.8898327793031025,Male,0,1,Graduate,49679,1
16427,6636,279192,16055,0,0.49537856642611916,Male,1,0,Secondary,65842,1
13347,11,361372,19615,4,0.8652690060653823,Male,1,0,Secondary,36747,1
19829,194,304767,6118,1,0.22479328129660464,Male,1,1,Post Graduate,10111,0
21631,2537,386639,8960,1,0.7221418565989894,Male,0,1,Secondary,91102,1
15332,2842,302313,18945,0,0.649922224243529,Male,0,0,Graduate,31424,1
7301,7024,78261,13464,0,0.37466530031030665,Female,0,0,Secondary,93329,0
13668,2229,156601,8596,4,0.5551229504757542,Female,1,0,Secondary,18897,1
18340,3009,111260,8240,4,0.2906876164323469,Male,1,1,Graduate,48640,1
21356,4751,446562,5942,1,0.8101180056660926,Male,0,0,Post Graduate,24482,1
19536,6017,106176,14536,1,0.45052865988195356,Male,0,1,Secondary,37355,0
9249,6837,364444,2600,3,0.6382311293260016,Male,1,1,Post Graduate,66145,1
14032,2077,192412,6700,3,0.31114340040108357,Male,0,0,Secondary,30583,1
21751,5715,345156,7071,2,0.34431539124184496,Male,0,1,Graduate,91718,1
15133,3867,216465,11248,4,0.8943694595622065,Female,1,0,Post Graduate,14857,0
8217,5215,152153,13523,2,0.7271604761089305,Male,1,0,Secondary,21166,0
10474,4873,468773,18093,2,0.8733803088418495,Female,0,1,Post Graduate,17498,1
17733,443,385417,18177,0,0.4070958156484309,Female,1,0,Secondary,47807,0
14314,297,424472,12047,0,0.3151940136338743,Female,1,1,Graduate,35423,0
7389,4903,422448,6765,3,0.5521479244351817,Female,0,1,Graduate,62095,0
9009,5856,418781,1026,2,0.5462677975591403,Female,1,0,Secondary,54180,0
17661,844,198348,7693,3,0.3224625596305915,Female,1,1,Secondary,51128,1
19730,1015,366783,7609,4,0.7132536987069871,Female,0,1,Post Graduate,98620,0
10341,1384,434083,10314,1,0.4532442741071138,Female,1,0,Secondary,69911,0
7405,1397,57310,17258,0,0.3304556616513621,Female,1,1,Post Graduate,67450,1
16378,553,216239,6309,4,0.4323883761803019,Male,0,0,Secondary,55940,1
15919,2350,415088,1011,4,0.5945610897445106,Male,1,0,Graduate,66584,1
20916,4516,191463,16389,0,0.7085296525263103,Female,0,1,Post Graduate,70049,0
9195,1269,172013,14671,0,0.5373236202402392,Female,0,1,Post Graduate,20270,0
13390,1260,231693,6774,2,0.5679164928798615,Female,1,0,Graduate,70962,1
15808,184,191964,17563,3,0.2972621551599239,Male,0,1,Post Graduate,14342,0
13382,4563,388877,1796,4,0.8402836472957624,Male,0,0,Graduate,53933,0
7934,6897,259658,8279,2,0.8501069385944311,Female,1,1,Graduate,77089,0
9225,2410,479358,8188,2,0.6783986132926025,Female,0,0,Graduate,77538,1
9356,5402,488895,3024,4,0.2123419862538173,Female,0,0,Secondary,34488,1
14217,5672,222687,8666,4,0.5759519511323282,Female,1,1,Graduate,64101,0
10444,4431,228625,4217,1,0.6404532804620295,Female,0,1,Post Graduate,55359,1
17762,2209,159264,7584,3,0.8962579560706769,Female,0,1,Secondary,11421,1
16931,5593,129071,6285,4,0.8972468686363577,Male,1,0,Graduate,79010,1
7852,3672,222074,8370,0,0.8003278647278902,Male,1,0,Graduate,71755,0
16207,6155,434755,18903,1,0.24468169441827947,Male,0,1,Graduate,63525,1
12683,5543,120658,7856,3,0.867293473545111,Female,0,1,Post Graduate,35117,1
11211,7240,59852,3432,0,0.6288628730063994,Female,0,0,Secondary,66462,1
17205,4683,317531,5866,0,0.7606207393354256,Male,1,1,Secondary,84516,1
21471,1881,439715,14566,3,0.4850349947800975,Male,0,1,Secondary,54934,0
10689,4296,409439,6054,1,0.4237686298642128,Female,1,0,Post Graduate,84954,1
16599,521,180381,10108,0,0.5242709018386655,Male,0,1,Graduate,67593,0
20929,1887,352138,19454,2,0.3028121590781788,Male,0,0,Secondary,22390,1
19698,2552,284484,2781,3,0.44994629712731427,Male,1,0,Graduate,32562,1
15742,3809,429056,18900,3,0.8003322498377949,Male,0,1,Post Graduate,43299,0
9730,5807,476941,12062,4,0.22656534038261705,Female,1,1,Secondary,67902,0
17546,4883,253754,12774,1,0.3056146327772231,Female,1,1,Post Graduate,27675,1
7758,7206,181632,16958,2,0.28758131175463986,Female,0,0,Secondary,95044,1
20695,4155,436354,10638,2,0.48215287989015965,Female,0,0,Secondary,46881,1
7507,4673,368709,2379,4,0.8978908306236031,Male,1,0,Graduate,19319,1
8199,4416,313456,10675,0,0.3213505511479679,Male,1,1,Post Graduate,55207,0
18953,5554,461421,11266,0,0.3018378547194821,Male,1,0,Secondary,13911,1
18877,3479,438026,18184,2,0.8405390108433082,Female,0,0,Secondary,49927,0
7321,6133,454811,16195,1,0.817435361876176,Female,0,0,Post Graduate,89261,0
15901,5018,137566,11929,0,0.22256825899758811,Female,0,1,Graduate,48195,1
8194,1409,333473,6267,3,0.7261941721255205,Female,0,0,Post Graduate,64422,0
7814,1694,284750,4257,4,0.6588259910335007,Male,1,1,Secondary,57561,0
14594,4664,380331,13069,1,0.7374185668968962,Female,1,1,Post Graduate,11687,1
12204,5197,125542,1981,0,0.5461517183571455,Male,1,0,Graduate,48755,0
15167,526,158237,11668,2,0.8939654529138068,Male,0,0,Graduate,30855,0
20461,6667,426620,19472,4,0.23069291309767426,Male,0,0,Graduate,38879,1
11409,2660,347789,12656,0,0.364060110482664,Female,0,1,Graduate,32065,0
20558,2172,137502,19510,2,0.47758219088153053,Female,1,1,Graduate,26091,0
14479,4966,399454,9063,0,0.5148445590959922,Male,1,1,Graduate,22747,1
17626,279,381763,19975,4,0.8449571818896631,Male,1,1,Graduate,46243,1
19087,2964,345657,10665,3,0.5920030548540811,Female,1,0,Secondary,58686,0
18448,3977,58749,7437,3,0.23157769686427573,Female,0,0,Post Graduate,94497,1
8860,2669,211855,11375,2,0.4855040743979633,Female,0,1,Graduate,61684,1
20912,2893,110645,3861,3,0.49154328865834895,Female,0,1,Post Graduate,30601,1
8566,5988,263933,13842,4,0.8758436569064494,Male,1,1,Post Graduate,44797,1
17661,1751,103175,19039,2,0.6194379637147758,Male,1,1,Secondary,16190,0
10938,3981,198395,19139,0,0.6449557498112571,Male,1,1,Post Graduate,34148,1
16241,4769,100762,7227,1,0.6992771218758895,Male,1,1,Post Graduate,87471,1
10727,5247,114222,12424,0,0.7390275209774861,Male,0,1,Graduate,54550,0
12080,2361,477709,10643,4,0.6445357491417424,Male,0,1,Graduate,90116,0
9227,4427,239400,11310,2,0.3660360457937548,Female,1,0,Post Graduate,54758,0
19296,5269,305539,19951,0,0.8118321400388149,Male,0,0,Graduate,80355,1
19194,6135,62213,16233,2,0.712483860287441,Female,1,1,Secondary,15919,0
9656,5573,147367,14200,3,0.7193093395678691,Female,1,0,Post Graduate,34793,0
12090,4131,228002,11532,1,0.8975897174643244,Male,1,0,Post Graduate,78346,1
17827,1708,208785,10680,4,0.7617685744043212,Female,1,0,Secondary,46183,0
7606,5539,157157,11619,0,0.7804059822086071,Male,1,1,Secondary,97872,1
15279,7189,279408,8150,1,0.8659838609971109,Male,0,1,Secondary,64585,0
10965,6349,82583,2766,4,0.3057937998942257,Female,0,1,Secondary,11716,0
17481,2686,178792,4549,4,0.5484091635346475,Female,0,0,Post Graduate,99817,0
14357,2895,129944,19693,3,0.6063969165135513,Female,0,1,Graduate,10289,0
7961,5475,72369,10634,2,0.4304930104557203,Female,0,0,Graduate,14697,1
11944,4535,229000,2976,2,0.787582340726154,Female,0,1,Graduate,58099,0
15803,2776,427988,16560,1,0.7336937351520063,Female,1,1,Graduate,73041,1
10220,1119,69510,13165,3,0.7046181521556869,Female,1,0,Secondary,76145,1
16574,2988,62120,3490,4,0.8980046078307167,Female,0,1,Graduate,12353,1
18463,4259,149847,12995,3,0.38156696138587337,Female,1,0,Graduate,26919,1
21325,4243,148575,13019,3,0.714820076172795,Male,1,1,Post Graduate,95211,0
16246,6437,441413,8425,1,0.5859831324341305,Male,1,1,Post Graduate,30141,0
19622,194,317439,13857,2,0.41909242774571326,Female,0,1,Graduate,84484,1
20032,662,70460,9689,3,0.3124108095061881,Female,0,0,Secondary,82693,1
13536,479,64963,4976,3,0.827118685947283,Female,0,1,Graduate,13849,1
13378,4218,389260,15205,3,0.6168188378954917,Male,1,0,Secondary,50837,0
20818,1423,77328,1704,0,0.7774536863485562,Male,0,0,Post Graduate,96750,1
7652,6842,396773,6452,3,0.5817414888010815,Female,0,0,Secondary,54851,1
16394,5060,174034,13849,3,0.35398395645781366,Female,0,1,Graduate,47098,1
20943,2708,71605,7094,4,0.43628416917022766,Female,1,1,Post Graduate,41033,1
19380,3175,423045,4681,0,0.46707718973148254,Female,0,1,Graduate,45763,1
14305,5874,225885,19300,3,0.8810543687525916,Male,0,1,Graduate,88860,1
21336,5581,227443,10566,3,0.20394329486696777,Male,0,1,Secondary,21900,1
7458,3814,158241,8501,1,0.8899662161171549,Female,1,0,Graduate,33354,1
17469,2014,359742,2845,1,0.8863231445768813,Female,0,0,Graduate,12214,0
8256,3789,241848,7413,0,0.8973055533710956,Male,0,0,Post Graduate,22340,1
9371,4805,304289,8990,4,0.5336117252437442,Male,1,0,Secondary,26659,1
15895,2443,384402,10628,0,0.8746662787346997,Female,0,0,Secondary,24687,1
20103,911,353113,14230,0,0.47691942729487913,Female,0,0,Post Graduate,16553,1
18271,5456,217984,18754,1,0.2184061084678707,Male,0,1,Post Graduate,83874,0
16879,7148,219446,19312,1,0.35704303046023517,Male,0,0,Secondary,27235,0
10753,3213,253374,2636,4,0.8617073714561692,Male,1,0,Post Graduate,96443,0
13975,2364,112784,19227,3,0.20963528533477999,Female,1,0,Secondary,84215,0
8255,5830,493098,15707,4,0.5821958947960826,Male,1,0,Post Graduate,54143,1
13595,3629,459144,18215,3,0.25292111222627534,Female,0,1,Secondary,84311,1
9012,5919,71274,6538,2,0.40047760489930495,Male,0,0,Secondary,98719,1
12003,5675,179994,11317,1,0.2616649954983207,Male,0,1,Post Graduate,39287,1
13863,3472,346560,13454,2,0.8016700347791395,Male,0,1,Graduate,79846,1
16765,680,267220,16449,2,0.6137494967533941,Female,1,0,Graduate,90863,1
12931,5429,242070,9455,1,0.8314745260028189,Female,0,0,Post Graduate,34140,1
19303,6638,412578,16059,2,0.6818472396781599,Male,1,1,Secondary,40657,0
18117,4651,293768,16630,0,0.8797203918715697,Female,0,0,Post Graduate,69494,0
17874,609,472263,2286,3,0.5569143583322846,Male,0,0,Graduate,24746,0
16933,2156,486572,2529,4,0.6470974072340121,Female,1,0,Secondary,81427,1
18471,3866,218206,11000,1,0.6034161739223396,Male,0,1,Secondary,98114,0
17289,371,363454,7655,0,0.5389823006126289,Male,0,0,Secondary,59494,0
19882,6998,392902,2877,4,0.7921715557961089,Female,0,1,Graduate,17745,0
19501,615,193435,10941,4,0.6511675949692521,Male,0,1,Graduate,11423,1
20342,6911,487779,19862,4,0.760918585398831,Female,1,1,Secondary,57305,0
8694,6010,342772,14055,2,0.7504547556216892,Male,0,0,Secondary,22059,1
19773,2253,119672,17484,2,0.33373161245870675,Female,1,1,Graduate,34721,1
16761,4942,96246,4087,2,0.6551144727623506,Male,1,0,Graduate,89787,1
12032,4138,454377,6828,2,0.3397536134269339,Male,0,1,Secondary,82183,0
20879,864,139110,19675,0,0.6083243347706395,Female,0,0,Post Graduate,44679,1
11014,1268,314954,18077,2,0.6742042791124103,Male,1,0,Post Graduate,73638,1
7829,5474,240932,6406,1,0.8980645501113107,Female,1,1,Post Graduate,38277,0
19115,784,258271,12432,4,0.22137938470481686,Male,0,1,Graduate,76875,1
21656,4571,121688,4491,0,0.26386967587960464,Male,0,1,Post Graduate,24764,0
10258,4178,377692,14358,2,0.25391868745986207,Male,1,0,Post Graduate,81982,0
15204,5229,243435,14354,4,0.478852900386718,Male,0,0,Graduate,26881,1
18406,2237,323306,4392,0,0.7751118530400696,Female,0,0,Post Graduate,86676,1
20381,4054,400002,3268,4,0.7908394329509949,Female,1,1,Secondary,59942,1
10891,4895,123535,6632,0,0.7158857170048061,Female,0,0,Graduate,18201,0
17639,935,450435,4783,3,0.8278147692809634,Male,1,0,Secondary,34568,0
14195,3980,120864,15479,0,0.42600196091861675,Female,0,0,Post Graduate,41330,1
20065,6394,184693,16387,2,0.2617082509766094,Female,1,1,Secondary,12816,1
21210,2338,168371,6969,4,0.2407071195928951,Male,1,1,Graduate,43094,1
18861,5764,139792,9981,4,0.7964929037335704,Female,1,0,Post Graduate,92802,0
16431,325,225505,9850,4,0.7113054060475839,Male,1,1,Graduate,28055,1
7825,1534,307416,16172,1,0.6890307142077846,Male,1,1,Post Graduate,28558,1
13777,3480,116188,18402,1,0.43777343698196813,Female,0,1,Graduate,15235,0
7301,3861,236023,19337,2,0.46593363203275834,Female,0,1,Graduate,26161,1
7674,1985,393862,4657,3,0.8706794702295235,Female,1,1,Secondary,63418,1
17832,6060,288188,19680,1,0.24466332086855452,Female,1,1,Graduate,24547,0
19497,4932,86558,18158,0,0.7416122158564549,Male,1,1,Graduate,40908,0
18544,4603,178938,10572,2,0.4167433265958752,Female,1,1,Secondary,56569,1
11948,2778,196731,4182,3,0.22733823288878927,Male,1,1,Post Graduate,64259,0
9665,6215,346557,13979,0,0.7197990775197192,Female,0,0,Post Graduate,66021,1
8825,1270,322579,8867,4,0.43163831997486224,Male,1,0,Graduate,84881,0
21439,640,300272,16155,1,0.7055032631199576,Female,0,1,Secondary,12070,0
19968,7083,497127,14006,0,0.6953580681826841,Female,1,1,Post Graduate,99266,0
8946,5974,78067,5329,3,0.5743508128031806,Male,1,1,Secondary,82080,0
7313,4703,137794,4097,2,0.7441611904473842,Female,0,1,Graduate,43688,0
11899,6054,405967,2404,0,0.6067268269198705,Female,1,0,Secondary,56611,1
9578,4078,381368,6101,2,0.40064579699378244,Female,1,1,Graduate,32856,1
21596,4661,51379,2369,4,0.7138807107450933,Female,0,0,Post Graduate,57574,1
10455,1367,414691,7665,3,0.6123978711144065,Male,0,0,Post Graduate,27827,0
15621,4042,158541,19448,3,0.2089090971829444,Male,1,0,Post Graduate,22699,1
11114,6197,470840,3765,1,0.8311509244392166,Female,0,0,Post Graduate,93695,1
20425,5849,269499,1716,3,0.5819505328270194,Male,1,0,Secondary,83756,0
10516,2575,164634,14850,0,0.8080390858356721,Female,0,0,Secondary,28676,1
18430,6754,303579,2711,0,0.8179157872875713,Male,1,1,Secondary,13703,0
19420,3603,440845,7261,0,0.5114766597145619,Male,0,1,Graduate,43593,1
17532,1581,369889,17392,4,0.5553619975158617,Male,1,0,Post Graduate,91547,1
15519,1986,495021,7086,3,0.4910280713729213,Female,0,1,Post Graduate,34714,1
9413,2240,153915,15362,3,0.5146057427156319,Male,0,0,Post Graduate,96372,1
16744,3966,455732,12223,0,0.8266030112802094,Male,1,1,Secondary,93082,1
11656,2105,260494,17220,1,0.7517008097775377,Female,1,0,Secondary,45301,1
17538,7278,266915,14392,1,0.28856797342090457,Male,1,0,Post Graduate,48380,1
21060,128,179560,3246,3,0.6272154470780671,Female,0,1,Graduate,19551,0
12843,5968,205915,3822,3,0.8971346482704396,Male,1,0,Secondary,28609,1
11855,4801,186984,18234,2,0.61688549086274,Female,1,1,Post Graduate,79208,0
19515,3996,202586,18491,3,0.7501101379151738,Male,0,0,Post Graduate,12160,0
19888,851,268431,17683,0,0.7383430313668196,Female,0,1,Post Graduate,67626,1
14362,4103,238104,10669,4,0.44522226811063,Male,1,1,Graduate,11797,1
10674,2076,472013,2082,3,0.4602945118927712,Male,1,1,Post Graduate,21171,1
13730,5231,187521,12148,3,0.7068534952532823,Female,0,1,Secondary,57958,0
10766,2994,182797,9167,0,0.5499884721233845,Male,0,1,Graduate,33453,0
10381,3744,393550,10557,2,0.5993994963912717,Male,1,0,Graduate,83429,1
19270,6274,59304,12728,3,0.6990340532553863,Female,0,0,Post Graduate,30792,0
7929,6331,175555,4951,1,0.7443025189273351,Female,0,1,Secondary,11930,0
7569,5794,456879,15677,1,0.39006160441314996,Male,1,0,Secondary,25705,0
18131,2756,382464,16969,1,0.30275563160587404,Female,1,0,Post Graduate,94438,1
17485,5594,144488,9967,4,0.4042562527066077,Male,1,1,Post Graduate,72594,1
13024,6355,308490,7768,4,0.5552768275644528,Female,0,1,Secondary,10047,1
13197,1644,387735,18836,3,0.4394989221079274,Female,1,0,Graduate,10133,0
18383,4371,407188,19065,3,0.5978539311933156,Female,0,1,Graduate,57622,0
20449,3144,193748,15039,3,0.2374260068879399,Female,0,1,Post Graduate,97595,1
10732,5798,337336,3303,4,0.556825288129637,Male,0,1,Post Graduate,21238,1
16772,5891,311602,16163,3,0.4575894348563955,Female,0,0,Secondary,45132,0
13576,242,467938,8157,0,0.5742667284250177,Male,1,1,Secondary,38082,0
13195,4085,188518,19235,2,0.49577334841948373,Male,0,0,Secondary,66305,1
21294,7269,431448,19281,1,0.3989580954462797,Male,1,1,Secondary,63246,1
14415,7130,447941,17129,1,0.8328755338203451,Male,0,0,Post Graduate,61689,1
13956,6828,266669,10519,0,0.3293354918949498,Male,0,1,Post Graduate,50764,1
17852,170,138207,1244,3,0.6769559029063917,Female,1,1,Secondary,32368,1
7875,652,238704,9948,4,0.8472512988076899,Female,1,1,Post Graduate,45239,1
14329,6028,248017,10015,3,0.5770689717798032,Male,1,0,Post Graduate,77970,0
13399,6331,123741,12019,3,0.8134859420056375,Male,1,0,Secondary,79871,0
16799,3512,66365,3779,1,0.28739603490329907,Female,1,0,Graduate,91559,1
10492,5205,377936,19230,1,0.5456521391794857,Male,1,0,Graduate,95442,0
10478,1499,245929,14723,4,0.5199176963366576,Female,0,1,Secondary,94225,0
13352,2099,297481,13803,1,0.20568316492589642,Male,1,1,Graduate,97207,1
10034,2158,196776,17857,3,0.5102801389515341,Female,0,0,Post Graduate,56270,0
13416,1972,362719,14698,0,0.4583208294678185,Female,0,0,Graduate,97601,1
17704,7020,210974,2792,4,0.6688591094422307,Male,1,0,Secondary,82979,0
17844,3925,431785,16376,0,0.8568308450035629,Female,0,0,Secondary,54014,1
10868,5162,282366,19118,3,0.26005376178342554,Male,0,0,Graduate,74880,1
17147,2258,444411,14117,4,0.42923347070023615,Female,1,0,Graduate,25665,1
17071,4039,300319,8215,0,0.5108453161759763,Female,1,1,Post Graduate,50542,1
21435,2035,365661,6188,4,0.5186297646240683,Male,0,0,Graduate,96769,1
9503,3271,84012,17018,3,0.7423668045895775,Female,1,0,Graduate,46968,0
8690,857,192487,15701,4,0.5103769660834085,Female,1,0,Graduate,33481,0
9042,3823,482750,6281,3,0.21901291101755738,Male,0,1,Post Graduate,80558,1
9225,6770,71686,1944,4,0.6970728662149819,Female,1,0,Graduate,62644,1
7919,1049,258270,2511,4,0.8193807866019702,Male,1,1,Post Graduate,56954,0
8574,3990,209815,13718,1,0.559733298784771,Male,1,1,Post Graduate,19145,1
8256,298,82161,18242,3,0.6067759651889537,Female,0,0,Secondary,60494,1
9239,7244,297066,9369,2,0.31405550727833226,Male,0,1,Secondary,70835,0
11253,923,289689,13120,4,0.3544521612752699,Female,1,0,Post Graduate,75506,0
17873,4232,314546,14721,0,0.3646191673872282,Female,1,1,Post Graduate,53064,0
8268,5139,113190,3615,1,0.5015193824169066,Male,1,0,Post Graduate,32954,1
16808,6583,296256,18997,1,0.8497016546269494,Female,0,0,Secondary,49051,1
16535,4306,495767,16629,4,0.5652493367004202,Female,0,1,Post Graduate,96167,0
7581,2799,325419,3840,2,0.33446835164094685,Female,1,0,Secondary,16574,0
18336,5670,209254,15051,1,0.3862614151082647,Male,1,0,Secondary,42381,0
13562,6578,64915,2774,3,0.46881052080902896,Male,0,1,Post Graduate,36039,1
8358,4875,313053,14262,4,0.6362812829849596,Female,1,1,Post Graduate,15331,0
11593,5326,426254,4871,4,0.5080232071028037,Male,1,0,Post Graduate,40412,1
18024,4062,115908,9273,2,0.47471139092384745,Female,0,1,Secondary,93857,1
19320,6582,177337,18229,3,0.5953100202792962,Female,1,0,Graduate,27458,1
12478,4045,334764,10408,3,0.36928449646812583,Male,1,1,Post Graduate,24058,0
14280,1802,84112,4260,2,0.2552322908092075,Male,0,1,Graduate,45341,1
20772,2713,255123,4145,0,0.2170900203755555,Male,1,1,Graduate,45165,1
16500,5161,52431,8802,3,0.37588141442698897,Female,0,0,Graduate,68425,0
8529,4506,136590,3263,0,0.2641144239011281,Male,0,0,Graduate,10418,1
16527,2853,374319,9155,0,0.4354384469645367,Female,0,0,Graduate,92559,1
11885,2657,167472,1922,4,0.741053478251829,Female,1,0,Secondary,61236,0
15767,4522,344768,7695,4,0.7014060313407868,Female,1,0,Secondary,47357,0
10040,3346,257193,6758,1,0.6276493359516202,Male,1,1,Secondary,92278,1
9589,1471,111264,13576,4,0.796750170715635,Male,1,0,Graduate,93723,0
8539,2949,425910,8816,3,0.3974473371809937,Male,0,1,Secondary,47972,1
12670,941,213030,8556,3,0.819537627120976,Female,0,1,Post Graduate,50657,0
7425,1907,444911,17225,0,0.4794674187684254,Female,0,1,Graduate,59690,0
19557,4837,412355,6930,3,0.48062532278663855,Male,1,0,Post Graduate,79975,1
19804,5488,169502,12633,4,0.48374612953786505,Male,0,1,Graduate,66040,0
14773,1243,493148,4512,4,0.268666056368687,Male,0,0,Graduate,36794,1
19360,5696,280395,7066,4,0.8828433488317389,Male,1,0,Graduate,19905,1
16700,5351,356369,14207,2,0.29695474447761144,Male,1,0,Graduate,76401,0
12642,4423,182475,15322,3,0.4386200071284292,Male,0,0,Post Graduate,36926,1
14651,1466,255463,3060,1,0.42351022422872997,Male,1,1,Graduate,56052,1
13938,6195,219708,15013,3,0.25227560297169677,Male,1,0,Graduate,54228,1
13870,3957,322983,3387,3,0.3065820910783137,Male,1,1,Secondary,41046,1
10549,1966,285706,9031,2,0.23140083532977007,Female,0,1,Graduate,14671,0
